"Source" "stat_id" "Statistic" "df1" "df2" "Value" "Reported.P.Value" "Computed" "Raw"
"3518" 169 3518 "t" "97" NA "2.14" 0.05 0.03486 "t(97) = 2.14, p < .05"
"3519" 169 3519 "t" "97" NA "1.07" 0.28 0.287274642 "t(97) = 1.07, p > .28"
"3520" 169 3520 "Z" NA NA "2.26" 0.02 0.023821251 " z = 2.26, p < .02"
"3521" 169 3521 "Z" NA NA "3.39" 0.001 0.000698926 " z = 3.39, p < .001"
"3522" 169 3522 "Z" NA NA "1.13" 0.26 0.258476224 " z = 1.13, p > .26"
"3523" 169 3523 "Z" NA NA "2.93" 0.005 0.00338962 " z = 2.93, p < .005"
"3524" 169 3524 "F" "1" "126" "8.82" 0.005 0.003568255 "F(1, 126) = 8.82, p < .005"
"3525" 169 3525 "F" "2" "252" "4.46" 0.02 0.012489341 "F(2, 252) = 4.46, p < .02"
"3526" 169 3526 "F" "1" "252" "2.54" 0.08 0.112248234 "F(1, 252) = 2.54, p = .08"
"3527" 169 3527 "F" "1" "126" "4.54" 0.05 0.035054682 "F(1, 126) = 4.54, p < .05"
"3528" 169 3528 "F" "1" "126" "2.1" 0.15 0.14978341 "F(1, 126) = 2.10, p = .15"
"3529" 169 3529 "F" "1" "126" "0.02" 0.9 0.887762945 "F(1, 126) = 0.02, p > .90"
"3530" 169 3530 "F" "1" "126" "0.34" 0.96 0.560871401 "F(1, 126) = 0.34, p > .96"
"3531" 169 3531 "F" "1" "126" "0.31" 0.58 0.578667782 "F(1, 126) = 0.31, p > .58"
"3532" 169 3532 "F" "1" "126" "13.11" 0.001 0.000424105 "F(1, 126) = 13.11, p < .001"
"3533" 169 3533 "t" "107" NA "2.04" 0.05 0.04381344 "t(107) = 2.04, p < .05"
"3534" 169 3534 "t" "51" NA "3.12" 0.005 0.002974121 "t(51) = 3.12, p < .005"
"3535" 169 3535 "F" "1" "48" "30.47" 0.001 1.34e-06 "F(1, 48) = 30.47, p < .001"
"3536" 169 3536 "F" "1" "48" "4.11" 0.05 0.048202819 "F(1, 48) = 4.11, p < .05"
"3537" 169 3537 "F" "1" "48" "3.91" 0.05 0.053757696 "F(1, 48) = 3.91, p = .05"
"3538" 169 3538 "F" "1" "48" "6.54" 0.01 0.013762543 "F(1, 48) = 6.54, p = .01"
"3539" 169 3539 "F" "1" "148" "8.41" 0.005 0.004300714 "F(1, 148) = 8.41, p < .005"
"3540" 169 3540 "t" "67" NA "2.29" 0.05 0.025176746 "t(67) = 2.29, p < .05"
"3541" 169 3541 "t" "67" NA "0.12" 0.89 0.904842264 "t(67) = 0.12, p > .89"
"3542" 169 3542 "t" "79" NA "2.72" 0.05 0.008024946 "t(79) = 2.72, p < .05"
"3543" 169 3543 "t" "79" NA "1.12" 0.2 0.266107268 "t(79) = 1.12, p > .2"
"3544" 169 3544 "F" "3" "92" "10.5" 0.001 5.26e-06 "F(3, 92) = 10.50, p < .001"
"3545" 169 3545 "t" "49" NA "1.19" 0.23 0.239780267 "t(49) = 1.19, p > .23"
"3546" 169 3546 "t" "43" NA "3.25" 0.005 0.002244822 "t(43) = 3.25, p < .005"
"3547" 169 3547 "F" "3" "85" "2.99" 0.05 0.035476024 "F(3, 85) = 2.99, p < .05"
"3548" 169 3548 "F" "1" "85" "3.86" 0.05 0.052717113 "F(1, 85) = 3.86, p < .05"
"3549" 169 3549 "F" "1" "85" "5.02" 0.05 0.02766403 "F(1, 85) = 5.02, p < .05"
"3550" 169 3550 "F" "1" "85" "5.09" 0.05 0.026631081 "F(1, 85) = 5.09, p < .05"
"3551" 169 3551 "F" "1" "46" "10.23" 0.005 0.002502122 "F(1, 46) = 10.23, p < .005"
"3552" 169 3552 "F" "1" "40" "0.06" 0.8 0.807748249 "F(1, 40) = 0.06, p > .80"
"3553" 169 3553 "t" "234" NA "0.48" 0.63 0.631675764 "t(234) = 0.48, p > .63"
"3554" 169 3554 "t" "234" NA "2.78" 0.01 0.005877986 "t(234) = 2.78, p < .01"
"3555" 169 3555 "t" "234" NA "1.94" 0.05 0.053581309 "t(234) = 1.94, p = .05"
"3556" 169 3556 "t" "234" NA "2.5" 0.01 0.013105195 "t(234) = 2.5, p = .01"
"3557" 169 3557 "t" "234" NA "7.06" 0.001 1.88e-11 "t(234) = 7.06, p < .001"
"3558" 169 3558 "t" "234" NA "0.11" 0.9 0.912503654 "t(234) = 0.11, p > .9"
"3559" 169 3559 "t" "234" NA "0.63" 0.5 0.529309275 "t(234) = 0.63, p > .5"
"3560" 169 3560 "t" "234" NA "0.06" 0.9 0.952206845 "t(234) = 0.06, p > .9"
"3561" 169 3561 "t" "120" NA "2.95" 0.005 0.003821617 "t(120) = 2.95, p < .005"
"3562" 169 3562 "t" "120" NA "1.96" 0.05 0.052313676 "t(120) = 1.96, p = .05"
"3563" 169 3563 "t" "120" NA "5.12" 0.001 1.18e-06 "t(120) = 5.12, p < .001"
"3564" 169 3564 "t" "115" NA "2.23" 0.03 0.027688866 "t(115) = 2.23, p < .03"
"3565" 169 3565 "t" "236" NA "4.86" 0.001 2.14e-06 "t(236) = 4.86, p < .001"
"3566" 169 3566 "t" "115" NA "0.34" 0.73 0.734476747 "t(115) = 0.34, p > .73"
"3567" 169 3567 "t" "240" NA "4.15" 1e-04 4.62e-05 "t(240) = 4.15, p < .0001"
"3568" 169 3568 "F" "1" "86" "2.64" 0.05 0.107863102 "F(1, 86) = 2.64, p = .05"
"3569" 170 3569 "t" "82" NA "3.28" 0.002 0.001525083 "t(82) = 3.28, p = .002"
"3570" 170 3570 "t" "81" NA "-3.15" 0.002 0.002287562 "t(81) = -3.15, p = .002"
"3571" 170 3571 "t" "70" NA "3.48" 0.001 0.000867279 "t(70) = 3.48, p < .001"
"3572" 170 3572 "t" "214" NA "-11.68" 1e-04 1.05e-24 "t(214) = -11.68, p < .0001"
"3573" 170 3573 "t" "214" NA "3.73" 0.001 0.000245262 "t(214) = 3.73, p < .001"
"3574" 170 3574 "Z" NA NA "3.76" 0.001 0.000169913 " Z = 3.76, p < .001"
"3575" 170 3575 "t" "211" NA "-4.35" 1e-04 2.12e-05 "t(211) = -4.35, p < .0001"
"3576" 170 3576 "t" "209" NA "4.37" 1e-04 1.96e-05 "t(209) = 4.37, p < .0001"
"3577" 170 3577 "t" "208" NA "3.49" 0.001 0.000589599 "t(208) = 3.49, p = .001"
"3578" 170 3578 "t" "208" NA "2.66" 0.008 0.008422995 "t(208) = 2.66, p = .008"
"3579" 170 3579 "Z" NA NA "2.78" 0.005 0.00543589 " z = 2.78, p < .005"
"3580" 170 3580 "t" "19" NA "6.75" 1e-04 1.9e-06 "t(19) = 6.75, p < .0001"
"3581" 170 3581 "t" "19" NA "2.46" 0.03 0.023647962 "t(19) = 2.46, p < .03"
"3582" 170 3582 "t" "62" NA "3.65" 0.001 0.000539883 "t(62) = 3.65, p < .001"
"3583" 170 3583 "t" "62" NA "2.67" 0.01 0.009672262 "t(62) = 2.67, p < .01"
"3584" 170 3584 "t" "60" NA "2.28" 0.02 0.026176247 "t(60) = 2.28, p = .02"
"3585" 170 3585 "t" "54" NA "2.425" 0.02 0.018683222 "t(54) = 2.425, p = .02"
"3586" 170 3586 "t" "103" NA "4.25" 1e-04 4.71e-05 "t(103) = 4.25, p < .0001"
"3587" 170 3587 "t" "107" NA "1.61" 0.11 0.110344206 "t(107) = 1.61, p = .11"
"3588" 170 3588 "t" "54" NA "2.21" 0.03 0.031364101 "t(54) = 2.21, p = .03"
"3589" 171 3589 "F" "1" "74" "4.09" 0.047 0.046752168 "F(1, 74) = 4.09, p = .047"
"3590" 171 3590 "F" "1" "74" "4.7" 0.033 0.033378678 "F(1, 74) = 4.70, p = .033"
"3591" 171 3591 "F" "1" "74" "5" 0.028 0.028362085 "F(1, 74) = 5.00, p = .028"
"3592" 171 3592 "F" "1" "74" "5.79" 0.019 0.018614786 "F(1, 74) = 5.79, p = .019"
"3593" 171 3593 "F" "1" "75" "9.7" 0.003 0.002609666 "F(1, 75) = 9.70, p = .003"
"3594" 171 3594 "F" "1" "75" "0.04" 0.838 0.842021882 "F(1, 75) = 0.04, p = .838"
"3595" 171 3595 "F" "1" "74" "3.44" 0.068 0.067619459 "F(1, 74) = 3.44, p = .068"
"3596" 171 3596 "F" "1" "73" "5.77" 0.019 0.018847087 "F(1, 73) = 5.77, p = .019"
"3597" 171 3597 "F" "1" "67" "6.94" 0.01 0.010459462 "F(1, 67) = 6.94, p = .010"
"3598" 171 3598 "F" "1" "67" "8.03" 0.006 0.006073917 "F(1, 67) = 8.03, p = .006"
"3599" 171 3599 "F" "1" "68" "10.97" 0.001 0.001485487 "F(1, 68) = 10.97, p = .001"
"3600" 171 3600 "F" "1" "68" "0.29" 0.592 0.591979062 "F(1, 68) = 0.29, p = .592"
"3601" 171 3601 "F" "1" "67" "19.71" 0.001 3.45e-05 "F(1, 67) = 19.71, p < .001"
"3602" 171 3602 "F" "1" "67" "4.63" 0.035 0.035025489 "F(1, 67) = 4.63, p = .035"
"3603" 171 3603 "F" "1" "67" "4.69" 0.034 0.033902427 "F(1, 67) = 4.69, p = .034"
"3604" 171 3604 "F" "1" "67" "3.9" 0.053 0.052409006 "F(1, 67) = 3.90, p = .053"
"3605" 171 3605 "F" "1" "67" "4.2" 0.044 0.044342254 "F(1, 67) = 4.20, p = .044"
"3606" 171 3606 "F" "1" "65" "11.23" 0.001 0.001344369 "F(1, 65) = 11.23, p = .001"
"3607" 171 3607 "F" "1" "65" "26.23" 0.001 2.92e-06 "F(1, 65) = 26.23, p < .001"
"3608" 171 3608 "F" "1" "65" "10.37" 0.002 0.002000996 "F(1, 65) = 10.37, p = .002"
"3609" 171 3609 "F" "1" "66" "13.27" 0.001 0.000531528 "F(1, 66) = 13.27, p = .001"
"3610" 171 3610 "F" "1" "66" "0.03" 0.87 0.863020337 "F(1, 66) = 0.03, p = .870"
"3611" 171 3611 "F" "1" "65" "10.68" 0.002 0.001732423 "F(1, 65) = 10.68, p = .002"
"3612" 171 3612 "F" "1" "65" "7.06" 0.01 0.009908039 "F(1, 65) = 7.06, p = .010"
"3613" 171 3613 "F" "1" "65" "3.46" 0.067 0.06739576 "F(1, 65) = 3.46, p = .067"
"3614" 171 3614 "F" "1" "65" "3.03" 0.086 0.086470005 "F(1, 65) = 3.03, p = .086"
"3615" 171 3615 "F" "1" "65" "7.63" 0.007 0.00745624 "F(1, 65) = 7.63, p = .007"
"3616" 171 3616 "F" "1" "77" "5.7" 0.019 0.01941756 "F(1, 77) = 5.70, p = .019"
"3617" 171 3617 "F" "1" "77" "4.61" 0.035 0.034933266 "F(1, 77) = 4.61, p = .035"
"3618" 171 3618 "t" "80" NA "22.52" 0.001 2.26e-36 "t(80) = 22.52, p < .001"
"3619" 171 3619 "F" "1" "77" "166.19" 0.001 6.43e-21 "F(1, 77) = 166.19, p < .001"
"3620" 171 3620 "F" "1" "77" "8.21" 0.005 0.005368083 "F(1, 77) = 8.21, p = .005"
"3621" 171 3621 "F" "1" "77" "7.77" 0.007 0.006687771 "F(1, 77) = 7.77, p = .007"
"3622" 171 3622 "F" "1" "77" "4.22" 0.043 0.043343676 "F(1, 77) = 4.22, p = .043"
"3623" 171 3623 "F" "1" "78" "7.41" 0.008 0.007997863 "F(1, 78) = 7.41, p = .008"
"3624" 171 3624 "F" "1" "78" "0.01" 0.938 0.920600906 "F(1, 78) = 0.01, p = .938"
"3625" 171 3625 "F" "1" "78" "0.25" 0.62 0.618482769 "F(1, 78) = 0.25, p = .620"
"3626" 171 3626 "F" "1" "78" "10.26" 0.002 0.001969073 "F(1, 78) = 10.26, p = .002"
"3627" 171 3627 "F" "1" "77" "4.77" 0.032 0.032004018 "F(1, 77) = 4.77, p = .032"
"3628" 171 3628 "F" "1" "77" "15.89" 0.001 0.000151459 "F(1, 77) = 15.89, p < .001"
"3629" 171 3629 "F" "1" "77" "9.21" 0.003 0.003281862 "F(1, 77) = 9.21, p = .003"
"3630" 171 3630 "F" "1" "77" "6.87" 0.011 0.010557443 "F(1, 77) = 6.87, p = .011"
"3631" 171 3631 "F" "1" "76" "4.14" 0.045 0.045369311 "F(1, 76) = 4.14, p = .045"
"3632" 171 3632 "F" "1" "135" "6.15" 0.014 0.014371872 "F(1, 135) = 6.15, p = .014"
"3633" 171 3633 "F" "1" "135" "36.9" 0.001 1.19e-08 "F(1, 135) = 36.90, p < .001"
"3634" 171 3634 "F" "1" "135" "8.36" 0.004 0.004471874 "F(1, 135) = 8.36, p = .004"
"3635" 171 3635 "F" "1" "135" "10.11" 0.002 0.001829182 "F(1, 135) = 10.11, p = .002"
"3636" 171 3636 "F" "1" "135" "12.74" 0.001 0.000496298 "F(1, 135) = 12.74, p < .001"
"3637" 171 3637 "F" "1" "135" "3.8" 0.053 0.053325796 "F(1, 135) = 3.80, p = .053"
"3638" 171 3638 "F" "1" "140" "5.38" 0.022 0.021815501 "F(1, 140) = 5.38, p = .022"
"3639" 171 3639 "F" "1" "140" "0.27" 0.602 0.604152343 "F(1, 140) = 0.27, p = .602"
"3640" 171 3640 "F" "1" "66" "10.04" 0.002 0.002321482 "F(1, 66) = 10.04, p = .002"
"3641" 171 3641 "F" "1" "66" "0.53" 0.47 0.469181885 "F(1, 66) = 0.53, p = .470"
"3642" 171 3642 "F" "1" "71" "0.06" 0.815 0.807202521 "F(1, 71) = 0.06, p = .815"
"3643" 171 3643 "F" "1" "71" "0.15" 0.697 0.699693913 "F(1, 71) = 0.15, p = .697"
"3644" 172 3644 "t" "31" NA "5.26" 0.001 1.02e-05 "t(31) = 5.26, p < .001"
"3645" 172 3645 "t" "37" NA "-7.14" 0.001 1.85e-08 "t(37) = -7.14, p < .001"
"3646" 172 3646 "F" "2" "111" "4.74" 0.01 0.010583885 "F(2, 111) = 4.74, p = .01"
"3647" 172 3647 "F" "1" "111" "8.94" 0.003 0.003436626 "F(1, 111) = 8.94, p = .003"
"3648" 172 3648 "F" "1" "111" "5.15" 0.03 0.025178587 "F(1, 111) = 5.15, p = .03"
"3649" 172 3649 "F" "2" "111" "8.23" 0.001 0.0004647 "F(2, 111) = 8.23, p < .001"
"3650" 172 3650 "F" "2" "65.139" "5.04" 0.009 0.009222464 "F(2, 65.139) = 5.04, p = .009"
"3651" 172 3651 "t" "67.829" NA "2.14" 0.04 0.035954617 "t(67.829) = 2.14, p = .04"
"3652" 172 3652 "t" "58.695" NA "3.19" 0.002 0.002284362 "t(58.695) = 3.19, p = .002"
"3653" 172 3653 "t" "54.997" NA "0.79" 0.44 0.432920894 "t(54.997) = 0.79, p = .44"
"3654" 172 3654 "F" "2" "111" "6.53" 0.002 0.002083827 "F(2, 111) = 6.53, p = .002"
"3655" 172 3655 "F" "1" "111" "7.02" 0.01 0.009236495 "F(1, 111) = 7.02, p = .01"
"3656" 172 3656 "F" "1" "111" "11.36" 0.001 0.001033075 "F(1, 111) = 11.36, p = .001"
"3657" 172 3657 "F" "4" "109" "8.21" 0.001 7.96e-06 "F(4, 109) = 8.21, p < .001"
"3658" 172 3658 "F" "2" "55" "10.46" 0.001 0.000141312 "F(2, 55) = 10.46, p < .001"
"3659" 172 3659 "F" "1" "55" "10.63" 0.001 0.001912329 "F(1, 55) = 10.63, p < .001"
"3660" 172 3660 "F" "1" "55" "8.46" 0.03 0.005227934 "F(1, 55) = 8.46, p = .03"
"3661" 172 3661 "F" "1" "55" "12.49" 0.001 0.000837859 "F(1, 55) = 12.49, p < .001"
"3662" 172 3662 "F" "1" "55" "4.23" 0.04 0.044471351 "F(1, 55) = 4.23, p = .04"
"3663" 172 3663 "F" "1" "55" "9.66" 0.003 0.00297933 "F(1, 55) = 9.66, p = .003"
"3664" 172 3664 "F" "1" "55" "11.18" 0.001 0.001493345 "F(1, 55) = 11.18, p = .001"
"3665" 172 3665 "F" "1" "58" "132.64" 0.001 1.28e-16 "F(1, 58) = 132.64, p < .001"
"3666" 172 3666 "F" "1" "58" "11.49" 0.001 0.001264053 "F(1, 58) = 11.49, p = .001"
"3667" 172 3667 "F" "1" "58" "7.14" 0.01 0.009770204 "F(1, 58) = 7.14, p = .01"
"3668" 172 3668 "F" "1" "58" "5.24" 0.03 0.025732492 "F(1, 58) = 5.24, p = .03"
"3669" 172 3669 "F" "1" "58" "4.94" 0.03 0.030154868 "F(1, 58) = 4.94, p = .03"
"3670" 172 3670 "F" "1" "58" "6.73" 0.01 0.011984289 "F(1, 58) = 6.73, p = .01"
"3671" 172 3671 "F" "1" "58" "10.84" 0.001 0.001694852 "F(1, 58) = 10.84, p = .001"
"3672" 172 3672 "F" "1" "58" "4.04" 0.05 0.04909289 "F(1, 58) = 4.04, p = .05"
"3673" 172 3673 "F" "1" "58" "6.31" 0.02 0.014810964 "F(1, 58) = 6.31, p = .02"
"3674" 172 3674 "F" "1" "58" "7.16" 0.01 0.009673917 "F(1, 58) = 7.16, p = .01"
"3675" 172 3675 "F" "1" "58" "10.14" 0.001 0.002334582 "F(1, 58) = 10.14, p = .001"
"3676" 172 3676 "F" "1" "58" "9.17" 0.004 0.003667981 "F(1, 58) = 9.17, p < .004"
"3677" 172 3677 "F" "1" "58" "4.92" 0.04 0.030477324 "F(1, 58) = 4.92, p = .04"
"3678" 172 3678 "F" "1" "58" "5.72" 0.03 0.020035912 "F(1, 58) = 5.72, p = .03"
"3679" 172 3679 "F" "6" "57" "5.07" 0.001 0.00031452 "F(6, 57) = 5.07, p < .001"
"3680" 173 3680 "t" "26" NA "4.72" 0.001 7.04e-05 "t(26) = 4.72, p < .001"
"3681" 173 3681 "t" "26" NA "4.31" 0.001 0.000207515 "t(26) = 4.31, p < .001"
"3682" 173 3682 "F" "1" "115" "12.77" 0.001 0.000515876 "F(1, 115) = 12.77, p = .001"
"3683" 173 3683 "F" "1" "118" "8.46" 0.004 0.004339153 "F(1, 118) = 8.46, p = .004"
"3684" 173 3684 "F" "1" "118" "10.9" 0.001 0.001272627 "F(1, 118) = 10.90, p = .001"
"3685" 173 3685 "t" "35" NA "2.04" 0.049 0.048953132 "t(35) = 2.04, p = .049"
"3686" 173 3686 "t" "35" NA "2.13" 0.041 0.040277914 "t(35) = 2.13, p = .041"
"3687" 173 3687 "t" "92" NA "2.64" 0.01 0.009738954 "t(92) = 2.64, p = .01"
"3688" 173 3688 "t" "90" NA "3.51" 0.001 0.000702206 "t(90) = 3.51, p = .001"
"3689" 173 3689 "Z" NA NA "2.16" 0.03 0.03077267 " z = 2.16, p = .03"
"3690" 173 3690 "F" "1" "74" "7.67" 0.007 0.007093009 "F(1, 74) = 7.67, p = .007"
"3691" 173 3691 "F" "1" "73" "5.48" 0.02 0.021969357 "F(1, 73) = 5.48, p = .02"
"3692" 173 3692 "F" "1" "73" "4.7" 0.03 0.033423259 "F(1, 73) = 4.70, p = .03"
"3693" 173 3693 "t" "61" NA "3.59" 0.001 0.000660072 "t(61) = 3.59, p = .001"
"3694" 173 3694 "t" "60" NA "4.1" 0.001 0.000126115 "t(60) = 4.10, p < .001"
"3695" 173 3695 "F" "1" "50" "5.83" 0.02 0.019455995 "F(1, 50) = 5.83, p = .02"
"3696" 173 3696 "F" "1" "59" "3.88" 0.05 0.053564765 "F(1, 59) = 3.88, p = .05"
"3697" 173 3697 "F" "1" "51" "5.07" 0.03 0.028679322 "F(1, 51) = 5.07, p = .03"
"3698" 173 3698 "F" "1" "60" "4.38" 0.04 0.040599985 "F(1, 60) = 4.38, p = .04"
"3699" 173 3699 "F" "1" "51" "11.15" 0.002 0.001576288 "F(1, 51) = 11.15, p = .002"
"3700" 173 3700 "F" "1" "60" "5.5" 0.02 0.022341566 "F(1, 60) = 5.50, p = .02"
"3701" 173 3701 "F" "1" "51" "9.85" 0.003 0.002821668 "F(1, 51) = 9.85, p = .003"
"3702" 173 3702 "F" "1" "60" "6.57" 0.01 0.012896292 "F(1, 60) = 6.57, p = .01"
"3703" 173 3703 "Z" NA NA "2.28" 0.02 0.022607688 " z = 2.28, p = .02"
"3704" 173 3704 "F" "1" "51" "20.38" 0.001 3.77e-05 "F(1, 51) = 20.38, p < .001"
"3705" 173 3705 "F" "1" "51" "24.05" 0.001 9.97e-06 "F(1, 51) = 24.05, p < .001"
"3706" 173 3706 "t" "71" NA "7.37" 0.001 2.45e-10 "t(71) = 7.37, p < .001"
"3707" 173 3707 "t" "69" NA "4.21" 0.001 7.57e-05 "t(69) = 4.21, p < .001"
"3708" 173 3708 "F" "1" "57" "0.79" 0.38 0.377835796 "F(1, 57) = 0.79, p = .38"
"3709" 173 3709 "F" "1" "58" "6.62" 0.01 0.012664544 "F(1, 58) = 6.62, p = .01"
"3710" 173 3710 "F" "1" "58" "8.75" 0.004 0.004474344 "F(1, 58) = 8.75, p = .004"
"3711" 173 3711 "F" "1" "58" "9.67" 0.003 0.002902412 "F(1, 58) = 9.67, p = .003"
"3712" 173 3712 "Z" NA NA "2.19" 0.03 0.028524237 " z = 2.19, p = .03"
"3713" 173 3713 "t" "124" NA "8.33" 0.001 1.27e-13 "t(124) = 8.33, p < .001"
"3714" 173 3714 "t" "125" NA "5.17" 0.001 9.02e-07 "t(125) = 5.17, p < .001"
"3715" 173 3715 "F" "2" "93" "0.61" 0.55 0.545510309 "F(2, 93) = 0.61, p = .55"
"3716" 173 3716 "F" "2" "93" "4.24" 0.02 0.017288837 "F(2, 93) = 4.24, p = .02"
"3717" 173 3717 "F" "2" "93" "7.74" 0.001 0.000777494 "F(2, 93) = 7.74, p = .001"
"3718" 173 3718 "F" "1" "93" "5.5" 0.02 0.021142682 "F(1, 93) = 5.50, p = .02"
"3719" 173 3719 "F" "1" "93" "0.33" 0.57 0.56704605 "F(1, 93) = 0.33, p = .57"
"3720" 173 3720 "F" "1" "93" "12.14" 0.001 0.000754511 "F(1, 93) = 12.14, p = .001"
"3721" 173 3721 "F" "1" "93" "0.14" 0.71 0.709132747 "F(1, 93) = 0.14, p = .71"
"3722" 173 3722 "F" "2" "93" "7.35" 0.001 0.001087494 "F(2, 93) = 7.35, p = .001"
"3723" 173 3723 "F" "1" "93" "10.6" 0.002 0.001578307 "F(1, 93) = 10.60, p = .002"
"3724" 173 3724 "F" "1" "93" "0.29" 0.6 0.591507171 "F(1, 93) = 0.29, p = .60"
"3725" 173 3725 "Z" NA NA "2.57" 0.01 0.010169851 " z = 2.57, p = .01"
"3726" 173 3726 "t" "136" NA "10.93" 0.001 2.39e-20 "t(136) = 10.93, p < .001"
"3727" 173 3727 "t" "137" NA "8.43" 0.001 4.26e-14 "t(137) = 8.43, p < .001"
"3728" 173 3728 "F" "1" "95" "12.9" 0.001 0.000522574 "F(1, 95) = 12.90, p = .001"
"3729" 173 3729 "F" "1" "95" "41.67" 0.001 4.55e-09 "F(1, 95) = 41.67, p < .001"
"3730" 173 3730 "F" "1" "95" "19.72" 0.001 2.42e-05 "F(1, 95) = 19.72, p < .001"
"3731" 173 3731 "F" "1" "44" "4.05" 0.05 0.050317119 "F(1, 44) = 4.05, p = .05"
"3732" 173 3732 "F" "1" "44" "6.11" 0.02 0.017381632 "F(1, 44) = 6.11, p = .02"
"3733" 173 3733 "F" "1" "95" "37.9" 0.001 1.77e-08 "F(1, 95) = 37.90, p < .001"
"3734" 173 3734 "F" "1" "95" "3.95" 0.05 0.049750639 "F(1, 95) = 3.95, p = .05"
"3735" 173 3735 "F" "1" "95" "5.65" 0.02 0.019460053 "F(1, 95) = 5.65, p = .02"
"3736" 173 3736 "F" "1" "95" "0.31" 0.58 0.578989488 "F(1, 95) = .31, p = .58"
"3737" 173 3737 "Z" NA NA "2.88" 0.004 0.003976752 " z = 2.88, p = .004"
"3738" 173 3738 "t" "65" NA "5.36" 0.001 1.18e-06 "t(65) = 5.36, p < .001"
"3739" 173 3739 "t" "65" NA "3.31" 0.002 0.001524831 "t(65) = 3.31, p = .002"
"3740" 173 3740 "F" "1" "56" "16.93" 0.001 0.000128495 "F(1, 56) = 16.93, p < .001"
"3741" 173 3741 "F" "1" "64" "16.98" 0.001 0.00011066 "F(1, 64) = 16.98, p < .001"
"3742" 173 3742 "F" "1" "56" "5.69" 0.02 0.020470112 "F(1, 56) = 5.69, p = .02"
"3743" 173 3743 "F" "1" "64" "4.74" 0.03 0.033163606 "F(1, 64) = 4.74, p = .03"
"3744" 173 3744 "Z" NA NA "1.56" 0.12 0.118759881 " z = 1.56, p = .12"
"3745" 174 3745 "t" "36" NA "1.94" 0.06 0.0602448 "t(36) = 1.94, p = .06"
"3746" 174 3746 "t" "28" NA "3.43" 0.001 0.00189026 "t(28) = 3.43, p = .001"
"3747" 174 3747 "t" "40" NA "19.75" 0.001 3.08e-22 "t(40) = 19.75, p < .001"
"3748" 174 3748 "t" "27" NA "8" 0.001 1.35e-08 "t(27) = 8.00, p < .001"
"3749" 174 3749 "F" "1" "198" "12.29" 0.001 0.00056323 "F(1, 198) = 12.29, p < .001"
"3750" 174 3750 "F" "2" "198" "4.76" 0.01 0.009570132 "F(2, 198) = 4.76, p < .01"
"3751" 174 3751 "F" "2" "198" "4.85" 0.01 0.008782955 "F(2, 198) = 4.85, p < .01"
"3752" 174 3752 "t" "198" NA "0.1" 0.92 0.920445504 "t(198) = .10, p > .92"
"3753" 174 3753 "t" "198" NA "6.22" 1e-04 2.9e-09 "t(198) = 6.22, p < .0001"
"3754" 174 3754 "t" "198" NA "2.16" 0.087 0.031974353 "t(198) = 2.16, p > .087"
"3755" 174 3755 "t" "26" NA "2.88" 0.008 0.007859881 "t(26) = 2.88, p < .008"
"3756" 174 3756 "t" "25" NA "3.59" 0.001 0.001407876 "t(25) = 3.59, p = .001"
"3757" 174 3757 "t" "81" NA "21.24" 0.001 7.43e-35 "t(81) = 21.24, p < .001"
"3758" 174 3758 "t" "91" NA "4.62" 0.001 1.26e-05 "t(91) = 4.62, p < .001"
"3759" 174 3759 "t" "81" NA "6.21" 0.001 2.15e-08 "t(81) = 6.21, p < .001"
"3760" 174 3760 "t" "91" NA "3.64" 0.001 0.000452355 "t(91) = 3.64, p < .001"
"3761" 174 3761 "F" "2" "161" "3.54" 0.04 0.031292614 "F(2, 161) = 3.54, p < .04"
"3762" 174 3762 "t" "161" NA "1.95" 0.09 0.052913139 "t(161) = 1.95, p > .09"
"3763" 174 3763 "t" "161" NA "2.33" 0.05 0.02104737 "t(161) = 2.33, p = .05"
"3764" 174 3764 "t" "161" NA "1.2" 0.17 0.231902154 "t(161) = 1.20, p > .17"
"3765" 174 3765 "F" "1" "130" "22.66" 0.001 5.07e-06 "F(1, 130) = 22.66, p < .001"
"3766" 174 3766 "F" "1" "130" "6.65" 0.01 0.011028571 "F(1, 130) = 6.65, p = .01"
"3767" 174 3767 "F" "1" "130" "4.93" 0.01 0.02812644 "F(1, 130) = 4.93, p < .01"
"3768" 174 3768 "F" "1" "130" "9.11" 0.005 0.00305997 "F(1, 130) = 9.11, p < .005"
"3769" 174 3769 "F" "1" "130" "6.09" 0.05 0.014894553 "F(1, 130) = 6.09, p < .05"
"3770" 174 3770 "t" "130" NA "1.52" 0.13 0.130939435 "t(130) = 1.52, p = .13"
"3771" 174 3771 "t" "130" NA "1.5" 0.14 0.136039116 "t(130) = 1.50, p = .14"
"3772" 174 3772 "t" "130" NA "3.79" 0.001 0.0002295 "t(130) = 3.79, p < .001"
"3773" 174 3773 "t" "130" NA "1.51" 0.13 0.133470211 "t(130) = 1.51, p = .13"
"3774" 174 3774 "t" "130" NA "1.55" 0.12 0.123572592 "t(130) = 1.55, p = .12"
"3775" 174 3775 "F" "1" "130" "0" 0.94 1 "F(1, 130) = 0.00, p > .94"
"3776" 174 3776 "t" "130" NA "2.42" 0.05 0.016903065 "t(130) = 2.42, p < .05"
"3777" 174 3777 "t" "130" NA "2.33" 0.05 0.02134679 "t(130) = 2.33, p < .05"
